RunId,iteration,Step,num_nodes,avg_node_degree,consol_levels,type_split,power_change,seed,dem_levels,Democracies,Autocracies,Grey,Democracy Level,Consolidation Level
0,0,29,50,10,0.5,0.5,0.1,0,0.5,11,15,24,0.48497602641522947,0.37781014530200013
0,0,30,50,10,0.5,0.5,0.1,0,0.5,13,15,22,0.48714646712217874,0.3898556500310116
0,0,31,50,10,0.5,0.5,0.1,0,0.5,15,17,18,0.4712585345846831,0.390509810813255
0,0,32,50,10,0.5,0.5,0.1,0,0.5,16,17,17,0.4969846549229271,0.403509810813255
0,0,33,50,10,0.5,0.5,0.1,0,0.5,14,18,18,0.4896757690995207,0.395509810813255
0,0,34,50,10,0.5,0.5,0.1,0,0.5,15,17,18,0.4888405473850429,0.37750981081325496
0,0,35,50,10,0.5,0.5,0.1,0,0.5,16,15,19,0.5105635863258118,0.386509810813255
0,0,36,50,10,0.5,0.5,0.1,0,0.5,16,14,20,0.5127572364706217,0.38150981081325497
0,0,37,50,10,0.5,0.5,0.1,0,0.5,16,14,20,0.4990009146492111,0.38350981081325497
0,0,38,50,10,0.5,0.5,0.1,0,0.5,17,11,22,0.5309839858890701,0.38450981081325497
0,0,39,50,10,0.5,0.5,0.1,0,0.5,15,10,25,0.5303302799706079,0.37450981081325496
0,0,40,50,10,0.5,0.5,0.1,0,0.5,12,12,26,0.514388324694245,0.3564382799075316
0,0,41,50,10,0.5,0.5,0.1,0,0.5,11,13,26,0.5000637664381586,0.34673170681553644
0,0,42,50,10,0.5,0.5,0.1,0,0.5,11,13,26,0.495712420311374,0.3357317068155365
0,0,43,50,10,0.5,0.5,0.1,0,0.5,10,17,23,0.45920469062208935,0.3177317068155365
0,0,44,50,10,0.5,0.5,0.1,0,0.5,14,15,21,0.4902155424340731,0.3267317068155364
0,0,45,50,10,0.5,0.5,0.1,0,0.5,13,15,22,0.491622489935905,0.3167317068155365
0,0,46,50,10,0.5,0.5,0.1,0,0.5,14,14,22,0.5012281356728893,0.31273170681553647
0,0,47,50,10,0.5,0.5,0.1,0,0.5,15,15,20,0.5073816954767133,0.30130294974735555
0,0,48,50,10,0.5,0.5,0.1,0,0.5,15,15,20,0.5015198917897805,0.30830294974735556
0,0,49,50,10,0.5,0.5,0.1,0,0.5,12,17,21,0.47406598392609256,0.31630294974735557
0,0,50,50,10,0.5,0.5,0.1,0,0.5,14,16,20,0.4927164666894614,0.3243029497473556
0,0,51,50,10,0.5,0.5,0.1,0,0.5,12,18,20,0.47368304967273295,0.3293029497473555
0,0,52,50,10,0.5,0.5,0.1,0,0.5,10,14,26,0.4848403725079665,0.34030294974735553
0,0,53,50,10,0.5,0.5,0.1,0,0.5,11,16,23,0.4705067085196466,0.3343029497473555
0,0,54,50,10,0.5,0.5,0.1,0,0.5,14,15,21,0.49939474349312124,0.3273029497473555
0,0,55,50,10,0.5,0.5,0.1,0,0.5,16,12,22,0.5562033053159469,0.3253029497473555
0,0,56,50,10,0.5,0.5,0.1,0,0.5,19,14,17,0.5566786944753903,0.3283029497473555
0,0,57,50,10,0.5,0.5,0.1,0,0.5,18,14,18,0.5424233909380713,0.33630294974735553
0,0,58,50,10,0.5,0.5,0.1,0,0.5,17,15,18,0.5243583004148226,0.35130294974735554
0,0,59,50,10,0.5,0.5,0.1,0,0.5,19,12,19,0.559673162434688,0.3563029497473555
0,0,60,50,10,0.5,0.5,0.1,0,0.5,19,12,19,0.5700024932895391,0.3623029497473555
0,0,61,50,10,0.5,0.5,0.1,0,0.5,16,10,24,0.5601801535006597,0.365357087040652
0,0,62,50,10,0.5,0.5,0.1,0,0.5,12,11,27,0.530999527330028,0.343357087040652
0,0,63,50,10,0.5,0.5,0.1,0,0.5,13,14,23,0.5117845382183591,0.33335708704065203
0,0,64,50,10,0.5,0.5,0.1,0,0.5,16,15,19,0.5159746649728111,0.342357087040652
0,0,65,50,10,0.5,0.5,0.1,0,0.5,15,13,22,0.5388058239419904,0.341357087040652
0,0,66,50,10,0.5,0.5,0.1,0,0.5,12,13,25,0.5101849156541605,0.33235708704065203
0,0,67,50,10,0.5,0.5,0.1,0,0.5,12,14,24,0.5002338075251646,0.341357087040652
0,0,68,50,10,0.5,0.5,0.1,0,0.5,13,14,23,0.5105886716627432,0.338357087040652
0,0,69,50,10,0.5,0.5,0.1,0,0.5,13,15,22,0.49763052744696157,0.32635708704065197
0,0,70,50,10,0.5,0.5,0.1,0,0.5,11,16,23,0.48660416443501964,0.329357087040652
0,0,71,50,10,0.5,0.5,0.1,0,0.5,11,12,27,0.509641434668744,0.330357087040652
0,0,72,50,10,0.5,0.5,0.1,0,0.5,11,11,28,0.5232566037950813,0.329357087040652
0,0,73,50,10,0.5,0.5,0.1,0,0.5,14,8,28,0.5722066722228296,0.32135708704065197
0,0,74,50,10,0.5,0.5,0.1,0,0.5,15,7,28,0.5861882720476878,0.327357087040652
0,0,75,50,10,0.5,0.5,0.1,0,0.5,16,6,28,0.5819781882831255,0.3144611102516825
0,0,76,50,10,0.5,0.5,0.1,0,0.5,15,6,29,0.5840941071302623,0.3114611102516825
0,0,77,50,10,0.5,0.5,0.1,0,0.5,16,9,25,0.5583446892895847,0.3134611102516825
0,0,78,50,10,0.5,0.5,0.1,0,0.5,14,9,27,0.5400487908849658,0.32546111025168245
0,0,79,50,10,0.5,0.5,0.1,0,0.5,14,12,24,0.5251910197859057,0.32546111025168245
0,0,80,50,10,0.5,0.5,0.1,0,0.5,15,12,23,0.5242873653086646,0.33446111025168246
0,0,81,50,10,0.5,0.5,0.1,0,0.5,16,13,21,0.5222299240749929,0.31746111025168244
0,0,82,50,10,0.5,0.5,0.1,0,0.5,14,14,22,0.507785825523369,0.31146111025168244
0,0,83,50,10,0.5,0.5,0.1,0,0.5,15,14,21,0.5219815505427214,0.3149568518331775
0,0,84,50,10,0.5,0.5,0.1,0,0.5,18,14,18,0.5270669299547265,0.3269568518331775
0,0,85,50,10,0.5,0.5,0.1,0,0.5,15,13,22,0.529238482826876,0.3319568518331775
0,0,86,50,10,0.5,0.5,0.1,0,0.5,20,11,19,0.5739286891333474,0.3349568518331775
0,0,87,50,10,0.5,0.5,0.1,0,0.5,18,13,19,0.5381289196743859,0.3369568518331775
0,0,88,50,10,0.5,0.5,0.1,0,0.5,15,17,18,0.4940917049791206,0.3539568518331775
0,0,89,50,10,0.5,0.5,0.1,0,0.5,14,16,20,0.49504232257129255,0.3509568518331775
0,0,90,50,10,0.5,0.5,0.1,0,0.5,14,15,21,0.49289577797622564,0.3559568518331775
0,0,91,50,10,0.5,0.5,0.1,0,0.5,16,17,17,0.4937282778864083,0.34364420980845356
0,0,92,50,10,0.5,0.5,0.1,0,0.5,16,16,18,0.49039280260998375,0.3626442098084536
0,0,93,50,10,0.5,0.5,0.1,0,0.5,14,14,22,0.49668966774718903,0.34564420980845356
0,0,94,50,10,0.5,0.5,0.1,0,0.5,15,16,19,0.48579974834276823,0.35264420980845357
0,0,95,50,10,0.5,0.5,0.1,0,0.5,13,18,19,0.4502813729108133,0.34464420980845356
0,0,96,50,10,0.5,0.5,0.1,0,0.5,14,15,21,0.4714672559947492,0.35364420980845357
0,0,97,50,10,0.5,0.5,0.1,0,0.5,13,16,21,0.46064553552698295,0.35464420980845357
0,0,98,50,10,0.5,0.5,0.1,0,0.5,15,16,19,0.48852564893170863,0.3520508984535148
0,0,99,50,10,0.5,0.5,0.1,0,0.5,16,15,19,0.48082882231879803,0.3450508984535148
0,0,100,50,10,0.5,0.5,0.1,0,0.5,15,14,21,0.5038808680274023,0.3480508984535148
1,0,0,50,10,0.5,0.5,0.1,1,0.5,18,15,17,0.5236137779546542,0.5325503023398365
1,0,1,50,10,0.5,0.5,0.1,1,0.5,19,15,16,0.529666679894248,0.5033179979310529
1,0,2,50,10,0.5,0.5,0.1,1,0.5,22,15,13,0.5614047173248427,0.48508021281047675
1,0,3,50,10,0.5,0.5,0.1,1,0.5,20,14,16,0.5517502002730428,0.46656575580102444
1,0,4,50,10,0.5,0.5,0.1,1,0.5,21,15,14,0.5588850598461874,0.4613997973065939
1,0,5,50,10,0.5,0.5,0.1,1,0.5,24,15,11,0.5728204334175842,0.46720537175660587
1,0,6,50,10,0.5,0.5,0.1,1,0.5,20,15,15,0.5226431899654739,0.44320537175660585
1,0,7,50,10,0.5,0.5,0.1,1,0.5,22,14,14,0.5493190036960942,0.4368783779430754
1,0,8,50,10,0.5,0.5,0.1,1,0.5,21,14,15,0.5372565951872509,0.4399970175848266
1,0,9,50,10,0.5,0.5,0.1,1,0.5,20,16,14,0.5493673164322185,0.4375295423187365
1,0,10,50,10,0.5,0.5,0.1,1,0.5,19,16,15,0.529063871144864,0.4555295423187365
1,0,11,50,10,0.5,0.5,0.1,1,0.5,20,18,12,0.5065317821331053,0.45433599810552
1,0,12,50,10,0.5,0.5,0.1,1,0.5,15,18,17,0.4866480318326237,0.45133599810551994
1,0,13,50,10,0.5,0.5,0.1,1,0.5,14,19,17,0.44900748750861375,0.42533599810552
1,0,14,50,10,0.5,0.5,0.1,1,0.5,14,19,17,0.44757778948920324,0.4121181255795807
1,0,15,50,10,0.5,0.5,0.1,1,0.5,14,20,16,0.45253443694769296,0.4002683328329184
1,0,16,50,10,0.5,0.5,0.1,1,0.5,15,20,15,0.4587468111585461,0.4092683328329184
1,0,17,50,10,0.5,0.5,0.1,1,0.5,17,18,15,0.4861261399704943,0.407372528412721
1,0,18,50,10,0.5,0.5,0.1,1,0.5,19,17,14,0.5029845297327892,0.396372528412721
1,0,19,50,10,0.5,0.5,0.1,1,0.5,17,18,15,0.4888902038556938,0.4003710005940141
1,0,20,50,10,0.5,0.5,0.1,1,0.5,18,18,14,0.5000830478012789,0.3973710005940141
1,0,21,50,10,0.5,0.5,0.1,1,0.5,19,16,15,0.526827230944495,0.3993710005940141
1,0,22,50,10,0.5,0.5,0.1,1,0.5,17,15,18,0.525517665065863,0.40146999463190536
1,0,23,50,10,0.5,0.5,0.1,1,0.5,19,18,13,0.5396498606914857,0.39566792720562627
1,0,24,50,10,0.5,0.5,0.1,1,0.5,19,16,15,0.5404531413988015,0.39473156151952576
1,0,25,50,10,0.5,0.5,0.1,1,0.5,18,17,15,0.5398741161862911,0.39473156151952576
1,0,26,50,10,0.5,0.5,0.1,1,0.5,17,15,18,0.5271228855006284,0.39003456186147384
1,0,27,50,10,0.5,0.5,0.1,1,0.5,16,14,20,0.5170784276551317,0.38103456186147383
1,0,28,50,10,0.5,0.5,0.1,1,0.5,14,14,22,0.5080451768311698,0.37803456186147383
1,0,29,50,10,0.5,0.5,0.1,1,0.5,12,16,22,0.47697618705659045,0.3755651872542053
1,0,30,50,10,0.5,0.5,0.1,1,0.5,12,21,17,0.437134424381902,0.36194751912125095
1,0,31,50,10,0.5,0.5,0.1,1,0.5,15,20,15,0.4792331493147281,0.38194751912125097
1,0,32,50,10,0.5,0.5,0.1,1,0.5,16,17,17,0.4917405937762553,0.386947398194405
1,0,33,50,10,0.5,0.5,0.1,1,0.5,15,18,17,0.4747613771625097,0.36294739819440497
1,0,34,50,10,0.5,0.5,0.1,1,0.5,15,18,17,0.4755862828285497,0.35394739819440496
1,0,35,50,10,0.5,0.5,0.1,1,0.5,16,17,17,0.5016567302246973,0.3683630115292602
1,0,36,50,10,0.5,0.5,0.1,1,0.5,16,19,15,0.47389941125082113,0.3853630115292602
1,0,37,50,10,0.5,0.5,0.1,1,0.5,17,19,14,0.48615531967170883,0.38291315436807016
1,0,38,50,10,0.5,0.5,0.1,1,0.5,14,18,18,0.48579605647234086,0.38591315436807017
1,0,39,50,10,0.5,0.5,0.1,1,0.5,13,19,18,0.468511091373063,0.3712313629058417
1,0,40,50,10,0.5,0.5,0.1,1,0.5,15,18,17,0.47093523743940263,0.35123136290584167
1,0,41,50,10,0.5,0.5,0.1,1,0.5,13,19,18,0.45795301647524345,0.34123136290584166
1,0,42,50,10,0.5,0.5,0.1,1,0.5,14,19,17,0.46923471497359615,0.3252313629058417
1,0,43,50,10,0.5,0.5,0.1,1,0.5,15,20,15,0.46710214839895525,0.3239321986068831
1,0,44,50,10,0.5,0.5,0.1,1,0.5,15,18,17,0.48146296235976593,0.35293219860688313
1,0,45,50,10,0.5,0.5,0.1,1,0.5,15,18,17,0.4664787048567037,0.36672327231274876
1,0,46,50,10,0.5,0.5,0.1,1,0.5,14,19,17,0.46894281107064084,0.3767232723127487
1,0,47,50,10,0.5,0.5,0.1,1,0.5,15,15,20,0.5023734827996984,0.3628893506611529
1,0,48,50,10,0.5,0.5,0.1,1,0.5,10,16,24,0.4391773342048401,0.3358893506611529
1,0,49,50,10,0.5,0.5,0.1,1,0.5,9,18,23,0.41755432622447347,0.3298893506611529
1,0,50,50,10,0.5,0.5,0.1,1,0.5,11,17,22,0.43234321903754547,0.3438893506611529
1,0,51,50,10,0.5,0.5,0.1,1,0.5,10,17,23,0.4381950400298237,0.35788935066115285
1,0,52,50,10,0.5,0.5,0.1,1,0.5,9,21,20,0.39169988465211675,0.3391648484408692
1,0,53,50,10,0.5,0.5,0.1,1,0.5,7,17,26,0.40996559352923,0.33116484844086924
1,0,54,50,10,0.5,0.5,0.1,1,0.5,8,17,25,0.40107585627685,0.32716484844086924
1,0,55,50,10,0.5,0.5,0.1,1,0.5,9,17,24,0.43485967135822556,0.3143374349758142
1,0,56,50,10,0.5,0.5,0.1,1,0.5,12,14,24,0.4691357073887696,0.3083374349758142
1,0,57,50,10,0.5,0.5,0.1,1,0.5,15,13,22,0.5016315393049594,0.3083374349758142
1,0,58,50,10,0.5,0.5,0.1,1,0.5,17,14,19,0.5130724338294544,0.30733743497581417
1,0,59,50,10,0.5,0.5,0.1,1,0.5,14,15,21,0.49976305324890385,0.3233483088747037
1,0,60,50,10,0.5,0.5,0.1,1,0.5,15,16,19,0.48429219331569084,0.3193483088747037
1,0,61,50,10,0.5,0.5,0.1,1,0.5,14,16,20,0.47687918299453036,0.33034830887470373
1,0,62,50,10,0.5,0.5,0.1,1,0.5,11,14,25,0.4729531752717332,0.3473483088747037
1,0,63,50,10,0.5,0.5,0.1,1,0.5,11,15,24,0.4567836663672725,0.33234830887470374
1,0,64,50,10,0.5,0.5,0.1,1,0.5,11,14,25,0.4617844647407469,0.32734830887470373
1,0,65,50,10,0.5,0.5,0.1,1,0.5,13,12,25,0.5262167329215213,0.3123483088747037
1,0,66,50,10,0.5,0.5,0.1,1,0.5,14,11,25,0.5225840096943567,0.2973483088747037
1,0,67,50,10,0.5,0.5,0.1,1,0.5,15,11,24,0.5219802208320308,0.3026616707591615
1,0,68,50,10,0.5,0.5,0.1,1,0.5,12,13,25,0.49155579940312183,0.31328779618217323
1,0,69,50,10,0.5,0.5,0.1,1,0.5,13,12,25,0.4992533098515507,0.3042877961821733
1,0,70,50,10,0.5,0.5,0.1,1,0.5,15,13,22,0.5151398263494851,0.3032877961821733
1,0,71,50,10,0.5,0.5,0.1,1,0.5,15,13,22,0.5081027374999696,0.32128779618217324
1,0,72,50,10,0.5,0.5,0.1,1,0.5,14,16,20,0.4893323674495075,0.31328779618217323
1,0,73,50,10,0.5,0.5,0.1,1,0.5,15,17,18,0.4884548247450488,0.32828779618217324
1,0,74,50,10,0.5,0.5,0.1,1,0.5,15,15,20,0.4891212026860509,0.33509861426886395
1,0,75,50,10,0.5,0.5,0.1,1,0.5,18,16,16,0.5063537698670585,0.33809861426886395
1,0,76,50,10,0.5,0.5,0.1,1,0.5,17,14,19,0.5090641224592687,0.35309861426886396
1,0,77,50,10,0.5,0.5,0.1,1,0.5,18,13,19,0.5237079045142391,0.3530986142688639
1,0,78,50,10,0.5,0.5,0.1,1,0.5,19,14,17,0.508677339294874,0.3600986142688639
1,0,79,50,10,0.5,0.5,0.1,1,0.5,17,12,21,0.5104355724902541,0.3600986142688639
1,0,80,50,10,0.5,0.5,0.1,1,0.5,14,13,23,0.49759514367481034,0.3500986142688639
1,0,81,50,10,0.5,0.5,0.1,1,0.5,16,14,20,0.5017705070024805,0.32409861426886394
1,0,82,50,10,0.5,0.5,0.1,1,0.5,15,12,23,0.5208888377491309,0.3190986142688639
1,0,83,50,10,0.5,0.5,0.1,1,0.5,19,12,19,0.5452994102206061,0.32109861426886394
1,0,84,50,10,0.5,0.5,0.1,1,0.5,18,13,19,0.5295506493570173,0.3320986142688639
1,0,85,50,10,0.5,0.5,0.1,1,0.5,15,12,23,0.5147647898358995,0.3350986142688639
1,0,86,50,10,0.5,0.5,0.1,1,0.5,15,11,24,0.5131876368090165,0.31809861426886393
1,0,87,50,10,0.5,0.5,0.1,1,0.5,15,13,22,0.5090195820189282,0.32303575603273377
1,0,88,50,10,0.5,0.5,0.1,1,0.5,16,11,23,0.5211855572058931,0.3120357560327338
1,0,89,50,10,0.5,0.5,0.1,1,0.5,16,11,23,0.5222161343848701,0.3060357560327338
1,0,90,50,10,0.5,0.5,0.1,1,0.5,16,11,23,0.5238176543944166,0.3010357560327338
1,0,91,50,10,0.5,0.5,0.1,1,0.5,15,12,23,0.5098607063231231,0.32403575603273377
1,0,92,50,10,0.5,0.5,0.1,1,0.5,13,16,21,0.4849784056511533,0.32402948088413536
1,0,93,50,10,0.5,0.5,0.1,1,0.5,12,15,23,0.4915947889848633,0.32002948088413535
1,0,94,50,10,0.5,0.5,0.1,1,0.5,11,15,24,0.48176225501349695,0.31502948088413535
1,0,95,50,10,0.5,0.5,0.1,1,0.5,12,15,23,0.4919241953551831,0.32502948088413536
1,0,96,50,10,0.5,0.5,0.1,1,0.5,12,16,22,0.4932078878604194,0.31202948088413535
1,0,97,50,10,0.5,0.5,0.1,1,0.5,16,16,18,0.5084731640759725,0.32102948088413535
1,0,98,50,10,0.5,0.5,0.1,1,0.5,16,13,21,0.5411192804521803,0.32702948088413536
1,0,99,50,10,0.5,0.5,0.1,1,0.5,18,12,20,0.577212211607041,0.3081750821410732
1,0,100,50,10,0.5,0.5,0.1,1,0.5,16,10,24,0.5637667904588918,0.3081750821410732
2,0,0,50,10,0.5,0.5,0.1,2,0.5,17,17,16,0.5061568370487203,0.4994666633938304
2,0,1,50,10,0.5,0.5,0.1,2,0.5,16,16,18,0.5003235781651952,0.4934217642797987
2,0,2,50,10,0.5,0.5,0.1,2,0.5,16,16,18,0.5061536804925998,0.46689356247024366
2,0,3,50,10,0.5,0.5,0.1,2,0.5,14,15,21,0.48602849197574916,0.43853562918223515
2,0,4,50,10,0.5,0.5,0.1,2,0.5,13,14,23,0.5037089757152123,0.41941691185372554
2,0,5,50,10,0.5,0.5,0.1,2,0.5,16,20,14,0.4808066534212831,0.4066228217366772
2,0,6,50,10,0.5,0.5,0.1,2,0.5,15,17,18,0.4785813990564968,0.4216228217366772
2,0,7,50,10,0.5,0.5,0.1,2,0.5,14,18,18,0.4871840691757284,0.42133421901391044
2,0,8,50,10,0.5,0.5,0.1,2,0.5,15,16,19,0.4897144776592855,0.41733421901391043
2,0,9,50,10,0.5,0.5,0.1,2,0.5,19,16,15,0.5224815385485064,0.39799489288621703
2,0,10,50,10,0.5,0.5,0.1,2,0.5,15,19,16,0.4730857938031824,0.40599489288621704
2,0,11,50,10,0.5,0.5,0.1,2,0.5,12,21,17,0.44137559429893214,0.4065758954738734
2,0,12,50,10,0.5,0.5,0.1,2,0.5,13,19,18,0.4718341458412446,0.41157589547387335
2,0,13,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.4946629202918231,0.41057589547387335
2,0,14,50,10,0.5,0.5,0.1,2,0.5,15,14,21,0.5156658972931146,0.4029115204568005
2,0,15,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.5130027999484047,0.41059193052006815
2,0,16,50,10,0.5,0.5,0.1,2,0.5,17,15,18,0.5431592324840911,0.3905919305200682
2,0,17,50,10,0.5,0.5,0.1,2,0.5,20,15,15,0.5676791062961203,0.3865919305200682
2,0,18,50,10,0.5,0.5,0.1,2,0.5,18,16,16,0.5332198191593815,0.39259193052006813
2,0,19,50,10,0.5,0.5,0.1,2,0.5,18,19,13,0.5077906700288443,0.3823885733423874
2,0,20,50,10,0.5,0.5,0.1,2,0.5,18,20,12,0.4947722072661372,0.38955985041023344
2,0,21,50,10,0.5,0.5,0.1,2,0.5,19,17,14,0.5413833983520645,0.40755985041023346
2,0,22,50,10,0.5,0.5,0.1,2,0.5,17,19,14,0.5012336273762749,0.4161802722705377
2,0,23,50,10,0.5,0.5,0.1,2,0.5,19,17,14,0.5202491189685806,0.43918027227053774
2,0,24,50,10,0.5,0.5,0.1,2,0.5,19,16,15,0.5290670356745735,0.44818027227053775
2,0,25,50,10,0.5,0.5,0.1,2,0.5,18,15,17,0.5062963400822956,0.44618027227053775
2,0,26,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.4852734853599885,0.4481802722705377
2,0,27,50,10,0.5,0.5,0.1,2,0.5,17,18,15,0.47494493971359775,0.43316676439728435
2,0,28,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.5092138365917995,0.43516676439728436
2,0,29,50,10,0.5,0.5,0.1,2,0.5,17,16,17,0.505154867998339,0.43016676439728435
2,0,30,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.5007514026304379,0.4171667643972844
2,0,31,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.4983443685431937,0.3973364294296838
2,0,32,50,10,0.5,0.5,0.1,2,0.5,15,15,20,0.4834888979088296,0.38642232474595917
2,0,33,50,10,0.5,0.5,0.1,2,0.5,16,16,18,0.49277007463544414,0.3744323393692378
2,0,34,50,10,0.5,0.5,0.1,2,0.5,15,16,19,0.4815716846593538,0.3714323393692378
2,0,35,50,10,0.5,0.5,0.1,2,0.5,17,15,18,0.50298621106173,0.37643233936923776
2,0,36,50,10,0.5,0.5,0.1,2,0.5,18,18,14,0.4929498875089377,0.3634323393692378
2,0,37,50,10,0.5,0.5,0.1,2,0.5,18,19,13,0.48558390954412123,0.3804323393692378
2,0,38,50,10,0.5,0.5,0.1,2,0.5,15,18,17,0.46419746656672595,0.37860069445764044
2,0,39,50,10,0.5,0.5,0.1,2,0.5,16,18,16,0.4686983428961158,0.3906004119646065
2,0,40,50,10,0.5,0.5,0.1,2,0.5,17,16,17,0.5029513303044113,0.3866004119646065
2,0,41,50,10,0.5,0.5,0.1,2,0.5,16,15,19,0.5028168447918346,0.3956004119646065
2,0,42,50,10,0.5,0.5,0.1,2,0.5,14,15,21,0.5036543982614957,0.4016004119646065
2,0,43,50,10,0.5,0.5,0.1,2,0.5,16,13,21,0.5397307814170561,0.3906004119646065
2,0,44,50,10,0.5,0.5,0.1,2,0.5,16,13,21,0.5290236382344806,0.37460041196460653
2,0,45,50,10,0.5,0.5,0.1,2,0.5,16,14,20,0.5126937922766766,0.3636004119646065
2,0,46,50,10,0.5,0.5,0.1,2,0.5,19,10,21,0.542358416115494,0.34884546971405594
2,0,47,50,10,0.5,0.5,0.1,2,0.5,18,9,23,0.5508076573604447,0.34384546971405594
2,0,48,50,10,0.5,0.5,0.1,2,0.5,14,9,27,0.5226377645949221,0.35224228135006197
2,0,49,50,10,0.5,0.5,0.1,2,0.5,14,13,23,0.4839087757988128,0.34704389764584376
2,0,50,50,10,0.5,0.5,0.1,2,0.5,18,12,20,0.5209541525109028,0.35104389764584376
2,0,51,50,10,0.5,0.5,0.1,2,0.5,17,11,22,0.5257430084871912,0.35052406317787765
2,0,52,50,10,0.5,0.5,0.1,2,0.5,18,13,19,0.5231816803249502,0.34252406317787765
2,0,53,50,10,0.5,0.5,0.1,2,0.5,16,9,25,0.5518935862502515,0.36252406317787766
2,0,54,50,10,0.5,0.5,0.1,2,0.5,15,8,27,0.5521755984751471,0.37052406317787767
2,0,55,50,10,0.5,0.5,0.1,2,0.5,18,8,24,0.5847694622093386,0.36952406317787767
2,0,56,50,10,0.5,0.5,0.1,2,0.5,16,9,25,0.5348342923672913,0.36352406317787767
2,0,57,50,10,0.5,0.5,0.1,2,0.5,15,12,23,0.5048126941507811,0.3592198946748812
2,0,58,50,10,0.5,0.5,0.1,2,0.5,15,14,21,0.5089521736742977,0.34740746198776395
2,0,59,50,10,0.5,0.5,0.1,2,0.5,14,13,23,0.5152152652624943,0.33340746198776394
2,0,60,50,10,0.5,0.5,0.1,2,0.5,14,15,21,0.49516281070421686,0.3301684101338238
2,0,61,50,10,0.5,0.5,0.1,2,0.5,13,14,23,0.5129198001348287,0.33816841013382376
2,0,62,50,10,0.5,0.5,0.1,2,0.5,15,14,21,0.51113027222188,0.33016841013382375
2,0,63,50,10,0.5,0.5,0.1,2,0.5,19,15,16,0.5143793634306449,0.33216841013382375
2,0,64,50,10,0.5,0.5,0.1,2,0.5,17,16,17,0.5123399848093693,0.34416841013382377
